cue;nombre;direccion;id_localidad
62275100;CENTRO EDUCATIVO MUNICIPAL Nº126;CELEDONIO FLORES 4727  ;6035016
62274800;CENTRO EDUCATIVO MUNICIPAL Nº123;OYUELA 1975  ;6035016
62290400;ESCUELA SECUNDARIA TÉCNICA DE LA UNDAV;3 de Febrero y Carlos Pellegrini   ;6035015
62348000;JARDÍN DE INFANTES SANTA TERESA;139 E/ 8 Y 10   ;6098018
62389600;ESCUELA DE EDUCACIÓN PRIMARIA N°30;LUIS SÁENZ PEÑA 513  CAMET NORTE;6518999
62400800;JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº 4;CAMPO BASSI - CUARTEL IV   ;6778017
62403400;INSTITUTO DE SEGURIDAD DE AEROPORTUARIA;AUTOPISTA TTE. GRAL. RICHIERI KM. 265   ;6270009
62458700;ESCUELA DE EDUCACIÓN PRIMARIA N°29;DELLEPIANE 2642  ;6270009
62457700;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº247;JOSÉ MARÍA EZEIZA 746  ;6270009
62439400;ACADEMIA SUPERIOR DE ESTUDIOS PENITENCIARIOS ROBERTO PETTINATO;RUTA JORGE NEWBERY KM 45   ;6270009
62413000;CENTRO DE DESARROLLO INFANTIL CHISPITAS;AV. J. M. CAMPOS 844  ;6371035
62426000;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°4;ESTANCIA LA ELISA -CUARTEL XI   ;6140011
62426100;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°18;DENNHEY   ;6588038
62426200;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°6;RUTA 75 KM.75   ;6014005
62429400;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°15;RUTA NACIONAL 188   ;6392007
62430100;INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N°238;AV. SAN MARTIN E/ SAENZ PEÑA Y CAMET NORTE   ;6518031
62438300;JARDÍN MATERNAL FUNDACIÓN EMMANUEL;474 Y 186   ;6441042
62441100;ESCUELA PRIMARIA MUNICIPAL N°1 MANUEL LÁINEZ;CORONEL OSORIO 3026  POLO EDUCATIVO NAVE PELLEGRINI;6434025
62443500;JARDÍN DE INFANTES N°929;EL QUIJOTE ENTRE ZUBIRÍA Y PAISANDÚ   ;6364006
62444900;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°8;RUTA Nº36   ;6147005
62446700;JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA N°15;PARAJE ESTACIÓN MIÑANA   ;6595055
62448100;JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº14;CUARTEL IV   ;6574022
62455000;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°3;ZONA RURAL   ;6616006
62457200;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°9;SECCION RURAL PARAJE EL TORO   ;6154009
62457400;JARDIN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°3;ZONA RURAL   ;6406010
62457500;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°11;CUARTEL V   ;6042026
62458800;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°7;CAMINO VECINAL   ;6819008
62461600;COLEGIO APÓSTOL PABLO;BERNARDO DE IRIGOYEN 2726  ;6560080
62461900;UNIDAD INTEGRAL N°1;LARREA 1651  ;6778016
62467600;JARDÍN DE INFANTES RURAL E ISLAS DE MATRÍCULA MÍNIMA N°9 LAS CARQUEJAS;520 497  ;6532001
62467900;ESCUELA DE EDUCACIÓN PRIMARIA N°40 LAS CARQUEJAS;522 497  ;6532001
62468500;ESCUELA DE EDUCACIÓN PRIMARIA N°47;CORONEL SUÁREZ 284  ;6203027
69000500;ESCUELA PENITENCIARIA DE LA NACIÓN JUAN JOSÉ O'CONNORS;RUTA JORGE NEWBERY KM. 45   ;6270998
69003100;ESCUELA DE SUBOFICIALES DE LA ARMADA;BESE NAVAL PUERTO BELGRANO   ;6182034
100000100;ESCUELA N° 435 MARIA VICTORIA VAZQUEZ DE MARTINEZ;   HUMAYA;10007014
100081311;JIN N°27 - ANEXO 11 EN ESCUELA N°435;   HUMAYA - AMBATO;10007014
100000200;Escuela Nº 429;   LAS PIEDRAS BLANCAS;10007027
100009400;ESCUELA SECUNDARIA N°34 ESTEBAN ECHEVERRIA;   LAS HORTENCIAS S/N;10007011
100082401;JIN N°38 - ANEXO 01 EN ESCUELA PRIMARIA N°247 MARISCAL SUCRE;LAS HORTENCIAS S/N  EL RODEO;10007011
100000300;ESCUELA N° 247 MARISCAL SUCRE;LAS HORTENCIAS S/Nº CENTRO EL RODEO;10007011
100000400;ESCUELA N°103 - ARMADA ARGENTINA;   LA SALVIA;10007026
100082403;JIN N°38 - ANEXO 03 EN ESCUELA PRIMARIA N°369;   LAS JUNTAS;10007026
100009300;ESCUELA N° 369;   LAS JUNTAS  -  RUTA PCIAL.N°4;10007026
100000500;ESCUELA N°372 Dr. GUILLERMO MALDONADO;   HUAYCAMA;10007013
100081305;JIN N°27 - ANEXO 05 EN ESCUELA N°372;   HUAYCAMA;10007013
100000600;ESCUELA N°486 RAFAEL DE JESUS PEREZ;   COLPES - RUTA PCIAL.N°1;10007006
100081309;JIN N°27 - ANEXO 09 EN ESCUELA N°486;   RUTA PROVINCIAL Nª1;10007006
100081301;JIN N°27 - ANEXO 01 EN ESCUELA N°210;   LA PUERTA;10007020
100000700;ESCUELA N° 210 PROVINCIA DE FORMOSA;   LA PUERTA;10007020
100001000;ESCUELA SECUNDARIA N°36;   LA PUERTA;10007020
100081306;JIN N°27 - ANEXO 06 EN ESCUELA N°373;   LA PUERTA BANDA SUD;10007021
100000800;ESCUELA N° 373;   LA PUERTA- BANDA SUD;10007021
100000900;Escuela 470;   ISLA LARGA;10007016
100081307;JIN N°27 - ANEXO 07 EN ESCUELA N°72;   LOS TALAS;10007033
100001200;ESCUELA Nº 72;   LOS TALAS;10007033
100081300;JIN N°27 - SEDE;   LOS VARELA;10007035
100001300;ESCUELA NO.209;   LOS VARELA;10007035
100013800;ESCUELA SECUNDARIA N°35;RUTA PROVINCIAL Nº 1 S/N  LOS VARELA;10007035
100001500;ESCUELA Nº 479;   EL ALAMITO - ACONQUIJA;10021031
100001600;ESCUELA N° 86 JOSÉ HERNANDEZ;   EL ALAMITO;10021049
100001700;ESCUELA PRIMARIA N° 311;   ESTAFETA EL ALAMITO;10021007
100081803;JIN N°32 - ANEXO 03 EN ESCUELA PRIMARIA N°342 NORA NELIDA CAMISAY DE YAPUR;   LA ALUMBRERA;10021028
100001800;ESCUELA N° 342 - NORA CAMISAY DE YAPUR;   LA ALUMBRERA;10021028
100081800;JIN N°32 - SEDE;   EL ALAMITO;10021009
100001900;ESCUELA N° 489;   EL PUCARA - ACONQUIJA;10021009
100009900;ESCUELA SECUNDARIA N°27;RUTA PROVINCIAL N° 48   EL ALAMITO - ACONQUIJA;10021009
100084600;ESCUELA SECUNDARIA PARA JOVENES Y ADULTOS Nª1;   920 VIVIENDAS;10049016
100068601;JIN N°6 - ANEXO 01 EN ESCUELA PRIMARIA N°428 DR. ENRIQUE OCAMPO;   AVDA. MARTIN ZUVIRIA;10049016
100072301;JIN N°12 - ANEXO 01 EN ESCUELA N°296;   AVDA. PTE. CASTILLO S/N;10049016
100002600;INST.DEL PROFESORADO DE EDUC.FISICA;   AVDA.JOSE RAMON LUNA S/N;10049016
100007800;COLEGIO PRIVADO JUAN PABLO II;   BARRIO EL MILAGRO- FRENTE PLAZA DE CHOYA;10049016
100041000;ESCUELA N° 161 ISLAS MALVINAS;   BARRIO LIBERTADOR II;10049016
100068800;JIN N°8 - SEDE;   BARRIO LIBERTADOR II;10049016
100068302;JIN N°2 - ANEXO 02 EN ESCUELA N°243;   FLORIDA Y JUNIN;10049016
100068304;JIN N°2 - ANEXO 04 EN ESCUELA N°162;   MALVINAS ARGENTINA;10049016
100044000;CENTRO EDUCATIVO NIVEL SECUNDARIO N° 51;   MATE DE LUNA Y 9 DE JULIO;10049016
100040400;ESCUELA N° 126  BARRIO APOLO;   VICTOR MAUVECIN S/N;10049016
100077300;ESCUELA N° 198;  BARRIO HUAYRAPUNCO BARRIO HUAYRAPUNCO;10049016
100091900;CENTRO EDUCATIVO MULTINIVEL N°2 VALLE CHICO;  VALLE CHICO ;10049016
100074100;ESCUELA DE ADULTOS N° 37;1° DE MAYO 1236  ;10049016
100069400;ESCUELA N°992 (ESC. N°44-139);25 DE MAYO 498  ;10049016
100082300;JIN N°37 - SEDE ;25 DE MAYO 498   ;10049016
100071100;EDJA N°6 UNIVERSIDAD POPULAR DE CATAMARCA;25 DE MAYO 498 CENTRO ;10049016
100079200;ESCUELA DE ARTESANIA SAN JUAN BAUTISTA;25 DE MAYO 698 CENTRO ;10049016
100044100;ESCUELA N° 257  CAPITAL FEDERAL;9 DE JULIO 1080 CENTRO ;10049016
100007300;ESCUELA PROVINCIAL DE MINERIA  DR.BERNARDO HOUSSAY;ACOSTA VILLAFAÑEZ 1416 CENTRO ;10049016
100069800;ESCUELA DE CAPACITACION LABORAL PARA JOVENES ESPECIALES;ALMAFUERTE Y RIVADAVIA  CENTRO ;10049016
100075500;ESCUELA DE ADULTOS N° 46;ALMAGRO  762 CENTRO PARROQUIA SAN ANTONIO DE PADUA;10049016
100091100;ESCUELA SECUNDARIA N° 89;ALPATAUCA  HUAYRA PUNCO ESQUINA LLASTAY;10049016
100082900;INSTITUTO TECNOLOGICO MUNICIPAL;Antofalla   ;10049016
100084500;ESCUELA SECUDARIA MUNICIPAL GUSTAVO GABRIEL LEVENE;ANTOFALLA  EVA PERON BARRIO EVA PERON;10049016
100092301;JIN MUNICIPAL ANEXO 01 EL PRINCIPITO DE ANTOINE SAINT EXUPERY ;AV PRESIDENTE CASTILLO   EX MERCADO DE ABASTO;10049016
100068706;JIN N°7 - ANEXO 06 EN AV. JUAN BAUTISTA;AV SAN JUAN BAUTISTA ESQUINA FEDERICO PAIS   FRENTE DE LA EMPRESA EL NENE;10049016
109000100;Esc.Preuniversitaria Fray Mamerto Esquiu;AV. BELGRANO 300  ;10049016
100063100;ESCUELA SECUNDARIA N°49;AV. DR. ENRIQUE OCAMPO 1111  ;10049016
100084301;ESCUELA SECUNDARIA N°77 ANEXO -N°01- EN  ESCUELA N°199 SAN JORGE;AV. LOS MINERALES  80 VIVIENDAS CAPITAL;10049016
100084300;ESCUELA SECUNDARIA Nª77;AV. LOS MINERALES  80 VIVIENDAS ZONA SUR;10049016
100068702;JIN N°7 - ANEXO 02 EN ESCUELA PRIMARIA Nº 196 DR. ALFONSO MARIA DE LA VEGA;AV. LOS TEREBINTOS S/N LOS CEIBOS BARRIO LOS CEIBOS;10049016
100040300;ESCUELA SECUNDARIA N°50;AV. MISIONES 1500  ;10049016
100079900;ESCUELA SECUNDARIA MUNICIPAL MIGUEL CANE;AV. PRESIDENTE CASTILLO   A 50 METROS DE OSEP CATAMARCA;10049016
100043001;ESCUELA SECUNDARIA N°52 ANEXO -N°01- EN ESCUELA N°296 PTE. DR. RAMON S. CASTILLO;AV. PRESIDENTE CASTILLO 1230 VILLA PARQUE CHACABUCO ;10049016
100072302;JIN N°12 - ANEXO 02 EN ESCUELA N°493;AV. PRESIDENTE CASTILLO 4200 VILLA PARQUE CHACABUCO VILLA PARQUE CHACABUCO;10049016
100091800;JARDÍN MATERNAL II PASITOS CUIDADOS;AV. REPÚBLICA DE VENEZUELA S/N   ;10049016
100083700;INSTITUTO DE EDUCACION SUPERIOR DE LA POLICIA DE CATAMARCA;AV. VILLAFAÑEZ 1700  ;10049016
100074200;ESCUELA DE ADULTOS N° 39;AV. VIRGEN DEL VALLE 288 CENTRO ;10049016
100092000;EL JARDIN DE FROEBEL;AV. VIRGEN DEL VALLE 454  ;10049016
100068707;JIN N°7 - ANEXO 07 EN AV. VIRGEN DEL VALLE;AV. VIRGEN DEL VALLE ESQUINA LOS ALAMOS   CERCA DE HUMARAYA;10049016
100007400;ESCUELA PROVINCIAL DE EDUCACION TECNICA Nª6 MAESTRO MARIANO FERNANDO PIERI;AV.ACOSTA VILLAFAÑEZ 1416  ;10049016
100083900;ESCUELA DE ORFEBRERIA;AV.ACOSTA VILLAFAÑEZ S/N  ;10049016
100034600;ESCUELA SECUNDARIA N°7GRAL. JOSE MARIA PAZ;AV.BARTOLOME DE CASTRO 249 GENERAL PAZ CHOYA;10049016
100008600;ESCUELA PROVINCIAL DE EDUCACION TECNICA N°7 ING.JOSE ALSINA ALCOBERT;AV.REPUBL.DE VENEZUELA 1251 POLICIA FEDERAL ;10049016
100042800;COLEGIO PRIVADO CRISTO REY;AV.VIRGEN DEL VALLE 286  ;10049016
100077100;ESCUELA VOCACIONAL DE EXPRESION ARTISTICA;AV.VIRGEN DEL VALLE 454  ;10049016
100043700;C.E.N.S. NRO.50;AV.VIRGEN DEL VALLE 995  ;10049016
100034300;ESCUELA DE ADULTOS N° 44;AVDA. BARTOLOMÉ DE CASTRO  GENERAL PAZ ;10049016
100076600;ESCUELA DE ADULTOS N° 29;AVDA. GUEMES 195  ;10049016
100068303;JIN N°2 - ANEXO 03 EN ESCUELA N°323;AVDA. HIPOLITO YRIGOYEN 2005  ;10049016
100008100;ESCUELA N° 323 JUAN ALFONSO CARRIZO;AVDA. HIPOLITO YRIGOYEN 2005 LA VIÑITA ;10049016
100079000;CENTRO DE EDUCACION FISICA;AVDA. JOSE RAMON LUNA S/N  PARQUE ADAN QUIROGA;10049016
100035100;ESCUELA N° 493 ADAN QUIROGA;AVDA. PRESIDENTE CASTILLO 4200 VILLA PARQUE CHACABUCO ;10049016
100046200;ESCUELA N° 296 PTE. DR. RAMON S. CASTILLO;AVDA. PTE. CASTILLO 1412 LA CHACARITA ;10049016
100068602;JIN N°6 - ANEXO 02 EN ESCUELA PRIMARIA N°491 NACIONES UNIDAS;AVDA. VIRGEN DEL VALLE 995  ;10049016
100056300;ESCUELA N° 491 NACIONES UNIDAS;AVDA. VIRGEN DEL VALLE 995 CENTRO ;10049016
100068604;JIN N°6 - ANEXO 04 EN ESCUELA PRIMARIA N°271 PROVINCIA SANTIAGO DEL ESTERO;AVELLADA 191  ;10049016
100063200;ESCUELA N° 271 PCIA. SGO. DEL ESTERO;AVELLANEDA 191 VILLA CUBAS ;10049016
100083400;ESCUELA N°196 GOBERNADOR CRISANTO GOMEZ;AVENIDA LOS TEREBINTOS  LOS CEIBOS ;10049016
100084200;ESCUELA Nª195 REVOLUCION DE MAYO;AVENIDA MISIONES   ZONA SUR;10049016
100082402;JIN N°38 - ANEXO 02 EN ESCUELA PRIMARIA N°324 ELVIRA GRELLET DE CARO;AVENIDA OCAMPO 3000  LA QUEBRADA;10049016
100042600;ESCUELA N° 324;AVENIDA OCAMPO 3001  LA QUEBRADA;10049016
100085300;ESCUELA DOMICILIARIA Y HOSPITALARIA Nª1;AVENIDA VIRGEN DEL VALLE 1050 CENTRO HOSPITAL INTERZONAL DE NIÑÑOS EVA PERON;10049016
100076100;ESCUELA DE ADULTOS N° 11;AYACUCHO 1633  ;10049016
100092302;JIN MUNICIPAL ANEXO 02 GUSTAVO GABRIEL LEVENE;BALCOZNA  EVA PERON ;10049016
100079100;ESCUELA MUNICIPAL Nª3 GUSTAVO GABRIEL LEVENE;BALCOZNA Y SUMAMPA  Bº EVA PERON BARRIO EVA PERON;10049016
100034400;ESCUELA N° 428 DR. ENRIQUE OCAMPO;BARTOLOMÉ DE CASTRO 250 GENERAL PAZ ;10049016
100082400;JIN N°38 - SEDE;BORNITA S/N ALTO VERDE ;10049016
100082600;INSTITUTO SUPERIOR SAN MATEO;CALLE SAN MARTIN 136 CENTRO ;10049016
100091600;UNIDAD INSTITUCIONAL N°1 RIBERA DEL VALLE;CALLE SIN NOMBRE - BARRIO RIBERA DEL VALLE  BARRIO RIBERA DEL VALLE ENTRE BARRIO MONTECRISTO Y BARRIO VILLA EUMELIA;10049016
100008800;COLEGIO PRIVADO GENERAL MANUEL BELGRANO;CHACABUCO 381  JUNIN                                                   960;10049016
100080600;ESCUELA PRIVADA RODOLFO SENET;CHACABUCO 400  ;10049016
100080500;ESCUELA PRIVADA MARIA MONTESSORI;CONESA 271 VILLA CUBAS ;10049016
100075600;ESCUELA DE ADULTOS N° 47;DR GOBRNADOR CORREA  SAN JORGE ;10049016
100091500;ESCUELA SECUNDARIA N° 93;ESQUIU 1160  ;10049016
100061400;INSTITUTO SUPERIOR DE ENSEÑANZA ARTISTICA RUBINSTEIN;ESQUIU 659  ;10049016
100082405;JIN N°38 - ANEXO 05 EN B° SAN RAMON;FEDERICO ARGERICH ESQUINA RÍO NEGRO   ;10049016
100008200;ESCUELA DE ADULTO NO.38;FLORIDA 300 LA TABLADA ;10049016
100029700;ESCUELA DE ADULTOS N° 40;GOB. RODRIGUEZ 780 MUNICIPAL PUEYRREDÓN PARROQ.SAN CAYETANO;10049016
100063300;ESCUELA N° 15  NTRA.SRA.DEL VALLE;GRAL.ROCA 240  ;10049016
100007200;ESCUELA SECUNDARIA N°5GDOR. FRANCISCO RAMON GALINDEZ;HERNANDEZ DE PEDRAZA ESQ.SEGUNDO GALLO  JARDIN ;10049016
100003400;ESCUELA PARA ADULTO;HIPÓLITO YRIGOYEN 2005 LA VIÑITA HIPOLITO YRIGOYEN 2005- (ESC. N° 323);10049016
100034700;ESCUELA SECUNDARIA N°48 PBRO.RAMON ROSA OLMOS;IGNACIO DE AGUERO 239 GOBERNADOR AVELLANEDA Y TULA ;10049016
100042700;ESCUELA N° 28 CLORINDA ORELLANA HERRERA;IGNACIO DE AGUERO 239 GOBERNADOR AVELLANEDA Y TULA ;10049016
100068701;JIN N°7 - ANEXO 01 EN ESCUELA PRIMARIA Nª182 LUIS LEOPOLDO FRANCO;JACARANDA S/N LOS CEIBOS ;10049016
100009700;ESCUELA N° 127 SAN JOSE OBRERO;JOSE OLMOS DE AGUILERA   ;10049016
100082302;JIN N°37 - ANEXO N°2 - ESCUELA PRIMARIA N°127 ;JOSE OLMOS DE AGUILERA S/N  ;10049016
100005100;COLEGIO DEL CARMEN Y SAN JOSE;JUNIN 719  ;10049016
100008000;ESCUELA N° 243 JAVIER CASTRO;JUNÍN Y FLORIDA  LA TABLADA ;10049016
100083600;ESCUELA SECUNDARIA Nª76;LA AGUADA  NORTE ;10049016
100029500;ESCUELA PARA ADULTOS N° 30  GRAL.SAN MARTIN;LA PAMPA    Y FEDERICO ARGERICH;10049016
100071200;CENTRO DE FORM. PROFESIONAL N°1;LA RIOJA  CRISTO REY ;10049016
100083602;ESCUELA SECUNDARIA N°76 ANEXO -N°02- EN ESCUELA N°182 LUIS LEOPOLDO FRANCO;LAS ORQUIDEAS 2452 500 VV. ;10049016
100068600;JIN N°6 - SEDE;LAVALLE  239 BARRIO 250 VIVIENDAS Frente POLIDEPORTIVO MUNICIPAL;10049016
100092400;CENTRO DE EDUCACION TECNICO PROFESIONAL ZONA SUR - CETP-ZS PRESIDENTE NESTOR CARLOS KIRCHNER;Lope de Vega   Zona Sur;10049016
100076000;ESCUELA DE ADULTOS N° 34;LOS OBREGONES  LA QUEBRADA ATRAS DE ESCUELA PRIMARIA N°324 ELVIRA GRELLET DE CARO;10049016
100002700;ESCUELA N° 182 LUIS LEOPOLDO FRANCO;LOS TILOS  LOS CEIBOS ;10049016
100076200;ESCUELA DE ADULTOS N° 5;LOS TILOS  LOS CEIBOS ESCUELA N° 182;10049016
100043800;ESCUELA SECUNDARIA N°47 PTE.RAMON S.CASTILLO;MAIPU (NORTE) 636  ;10049016
100069900;ESCUELA PRIVADA DE EDUCACION ESPECIAL- A.P.A.N.E.;MAIPU 220 CENTRO ;10049016
100061000;COLEGIO PRIVADO F.A.S.T.A.;MAIPU 561  ;10049016
100061100;COLEGIO F.A.S.T.A.;MAIPU 561 CENTRO ;10049016
100069500;ESCUELA N° 993 SARMIENTO - MORENO;MAIPU 572 CENTRO ;10049016
100083000;INSTITUTO SUPERIOR FASTA CATAMARCA;MAIPU 727 CENTRO ;10049016
100007600;ESCUELA SECUNDARIA N°3 JORGE NEWBERY;MAIPU 760 CENTRO CAPITAL;10049016
100029600;ESCUELA PARA ADULTOS NO.28;MALVINAS ARGENTINA S/N  9 DE JULIO - (ESC.N°162);10049016
100040600;ESCUELA N° 162 9 DE JULIO;MALVINAS ARGENTINAS  9 DE JULIO ;10049016
100091700;JARDÍN MATERNAL I PASITOS CUIDADOS;MANUEL PEDRAZA S/N   ;10049016
100077400;ESCUELA N° 199 SAN JORGE;MARCELINO AUGIER  BARRIO SAN JORGE BARRIO SAN JORGE;10049016
100068801;JIN N°8 - ANEXO 01 EN ESCUELA PRIMARIA N°199 SAN JORGE;MARCELINO AUGIER S/N SAN JORGE ;10049016
100009500;E.N.E.T. NRO.1 VICENTE G.AGUILERA;MARIANO MORENO 57  ;10049016
100037200;ESCUELA DE ADULTOS NRO.1;MATE DE LUNA 1021  ;10049016
100068300;JIN N°2 - SEDE;MATE DE LUNA 1021  ;10049016
100070500;CONSERVATORIO PROV.DE MUSICA MTRO. MARIO ZAMBONINI;MOTA BOTELLO   ;10049016
100063400;I.E.S.  JUAN MANUEL CHAVARRIA;MOTA BOTELLO 553  ;10049016
100060700;COLEGIO PRIVADO PIA DIDOMENICO;MOTA BOTELLO 676  REPUBLICA                                               195;10049016
100076900;JUAN OSCAR PONFERRADA;MOTEGASTA  ALTOS DE CHOYA ;10049016
100092300;JIN MUNICIPAL;MOTEGASTA 1500 ALTOS DE CHOYA ;10049016
100034800;ESCUELA DE ADULTOS N° 61;PARAGUAY 1869 PARQUE AMÉRICA ;10049016
100068700;JIN N°7 - SEDE;PARAGUAY Y PUERTO RICO  PARQUE AMERICA ;10049016
100002000;ESCUELA N° 180 REPÚBLICA ARGENTINA;PARAGUAY Y PUERTO RICO  PARQUE AMÉRICA ;10049016
100090600;ESCUELA SECUNDARIA N° 84;PASAJE J. IBAÑES  LA VIÑITA ;10049016
100040700;ESCUELA SECUNDARIA N°6 CACIQUE JUAN CHELEMIN;PEATONAL N°9   BARRIO LIBERTADOR II;10049016
100085200;ESCUELA SECUNDARIA DE ARTE ESPECIALIZADA Nª4;REPUBLICA   MANZANA DE LAS ARTES;10049016
100042900;ESCUELA N° 230;RICARDO BALBÍN   BANDA DE VARELA;10049016
100072303;JIN N°12 - ANEXO 03 EN ESCUELA N°230;RICARDO BALBIN S/N  BANDA DE VARELA;10049016
100040900;ESCUELA DE ADULTOS N° 35;RIO SALADO  LIBERTADOR II (1000 viviendas) BARRIO LIBERTADOR II   (CTRO. CIVICO);10049016
100005400;ESC.DE EDUC.ESPECIAL Y FORMACION LABORAL NRO.10 BICENTENARIO DE LA PATRIA;RIVADAVIA 365 CENTRO ;10049016
100061200;COLEGIO PRIVADO PADRE RAMON DE LA QUINTANA;RIVADAVIA 479  IGLESIA DE SAN FRANSISCO;10049016
100068200;JIN N°1 - SEDE;RIVADAVIA 919  ;10049016
100069600;ESCUELA N°994 (ESC.N°1-2);RIVADAVIA 919 CENTRO ;10049016
100083200;INSTITUTO PRIVADO ENRIQUE GUILLERMO HOOD;ROJAS 238  ;10049016
100002400;COLEGIO PRIVADO ENRIQUE G.HOOD;ROJAS 238  ;10049016
100005300;ESCUELA DE EDUCACION ESPECIAL N°31 -MARIA LUISA SESIN;SALTA 317 CENTRO ;10049016
100009800;HOGAR ESCUELA N° 601 FRAY MAMERTO ESQUIU;SALTA ESQUINA ALMAFUERTE  NORTE ;10049016
100091400;ESCUELA SECUNDARIA N° 92;SALTA ESQUINA ALMAFUERTE  NORTE ;10049016
100082301;JIN°37 - ANEXO N°1 - ESCUELA HOGAR Nª601;SALTA Y ALMAFUERTE   ;10049016
100004900;INSTITUTO SUPERIOR DE ARTE Y COMUNICACION;SAN MARTIN 1164 CENTRO ;10049016
100008700;INSTITUTO SUPERIOR GRAL.SAN MARTIN;SAN MARTIN 311 P1 CENTRO ;10049016
100072300;JIN N°12 - SEDE;SAN MARTIN 717  ;10049016
100073200;ESCUELA SECUNDARIA N°2  CLARA J. ARMSTRONG;SAN MARTIN 717 CENTRO ;10049016
100007700;ESCUELA N° 701 C. J. ARMSTRONG;SAN MARTIN 717 CENTRO ;10049016
100073300;I.E.S. CLARA J. ARMSTRONG;SAN MARTIN 717 CENTRO ;10049016
100072100;INSTITUTO SUPERIOR SAN PIO X;SAN MARTIN 954 CENTRO ;10049016
100044200;ESCUELA PRIVADA VIRGEN NIÑA;SAN MARTIN 995  ;10049016
100007902;ESCUELA SECUNDARIA N°46 HIPÓLITO YRIGOYEN ANEXO -N°02- EN ESCUELA N°353 GENERAL SAN MARTIN;SANTIAGO DEL ESTERO 1500  ;10049016
100007900;ESCUELA SECUNDARIA N° 46 HIPÓLITO YRIGOYEN;SANTIAGO DEL ESTERO 1500  ;10049016
100044900;ESCUELA N° 353 GENERAL SAN MARTIN;SANTIAGO DEL ESTERO 1570  ;10049016
100068201;JIN N°1 ANEXO 01 EN ESCUELA PRIMARIA SARMIENTO - MORENO;SARMIENTO 572  ;10049016
100043900;ESCUELA SECUNDARIA N°1 DR.FIDEL M.CASTRO;SARMIENTO 785 CENTRO ;10049016
100090307;AULA TALLER MÓVIL DE SOLADURA REALIDAD VIRTUAL y AMPLIADA- ANEXO N°7;Sin Datos;10049016
100089900;INSTITUTO SUPERIOR TÉCNICO INDUSTRIAL Dr. Néstor Carlos Kirchner;Sin Datos;10049016
100090306;AULA TALLER MÓVIL DE REPARACIÓN DE AUTOS Y MOTOS - ANEXO N°6;Sin Datos;10049016
100090304;AULA TALLER MOVIL REFRIGERACION Y CLIMATIZACION- ANEXO N°4;Sin Datos;10049016
100090302;AULA TALLER MOVIL INSTALACIONES DOMICILIARIAS - ANEXO N°2;Sin Datos;10049016
100090301;AULA TALLER MOVIL TEXTIL E INDUMENTARIA - ANEXO N°1;Sin Datos;10049016
100090305;AULA TALLER MOVIL DE SOLDADURA - ANEXO N°5;Sin Datos;10049016
100090303;AULA TALLER MOVIL GASTRONOMIA - ANEXO N°3;Sin Datos;10049016
100085100;ESCUELA SECUNDARIA DE ARTE ESPECIALIZADA Nª3;TIERRA DEL FUEGO 1298  CASEROS (SUR) ESQUINA MENDOZA;10049016
100068301;JIN N°2 - ANEXO 01 EN ESCUELA N°353;TUCUMAN 1579  ;10049016
100077200;ESC.PARA CIEGOS Y DISMINUIDOS VISUALES;TUCUMAN 543 CENTRO ;10049016
100002800;COLEGIO PRIVADO SRA. DEL VALLE;VICARIO SEGURA 630  ;10049016
100040500;ESCUELA DE ADULTOS N° 26;VICTOR MAUBECIN  BARRIO APOLO ;10049016
100082404;JIN N°38 - ANEXO 4 EN ESCUELA PRIMARIA N°126 BARRIO APOLO;VICTOR MAUVECIN S/N BARRIO APOLO ;10049016
100068606;JIN N°6 - ANEXO 06 EN ESCUELA PRIMARIA N°198;YASTAY S/N  Bª HUAYRAPUNCO - 920 VIVIENDAS ;10049016
100068202;JIN N° 1 ANEXO 02 EN ESCUELA PRIMARIARITA VERA DE VILLARROEL;ZURITA   ;10049016
100069300;ESCUELA N° 991 (ESC.N° 7-69);ZURITA 585 CENTRO ;10049016
100081801;JIN N°32 - ANEXO 01 EN ESCUELA PRIMARIA N°26 GRAL OCTAVIANO NAVARRO;   RUTA PROVINCIAL Nª48 - RIO POTRERO;10021037
100003000;ESCUELA N° 26 GENERAL OCTAVIANO NAVARRO;RUTA PROVINCIAL Nº 48   ALTO DE LAS JUNTAS;10021037
